Key,Source,Context,Changes,Spanish,japanese,german
MGMasteryRank10LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con armas automáticas en 50%. También reduce su degradación en un 25%.",マシンガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を50%改善し、武器の摩耗を25%軽減します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Sturmgewehren um 50%. Zusätzlich verringert sich die Abnutzung um 25%."

SidearmMasteryName,progression,skills,New,"Pistolas o SMG",サイドアームマスター,Handfeuerwaffen-Experte
SidearmMasteryDesc,progression,skills,New,"Has dominado el arte con pistolas o smg",サイドアームの扱いをマスターした。,Du hast dich auf den Umgang mit Handfeuerwaffen spezialisiert.
SidearmMasteryRank1Desc,progression,skills,New,"+6% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador.",サイドアーム系性能+6%,"+6% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo."
SidearmMasteryRank2Desc,progression,skills,New,"+12% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador.",サイドアーム系性能+12%,"+12% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo."
SidearmMasteryRank3Desc,progression,skills,New,"+18% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador.",サイドアーム系性能+18%,"+18% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo."
SidearmMasteryRank4Desc,progression,skills,New,"+24% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador.",サイドアーム系性能+24%,"+24% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo."
SidearmMasteryRank5Desc,progression,skills,New,"+30% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador\n+12,5% de precisión.",サイドアーム系性能+30%\n精度+12.5%,"+30% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+12,5% Genauigkeit."
SidearmMasteryRank6Desc,progression,skills,New,"+34% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador\n+12,5% de precisión.",サイドアーム系性能+34%\n精度+12.5%,"+34% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+12,5% Genauigkeit."
SidearmMasteryRank7Desc,progression,skills,New,"+38% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador\n+12,5% de precisión.",サイドアーム系性能+38%\n精度+12.5%,"+38% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+12,5% Genauigkeit."
SidearmMasteryRank8Desc,progression,skills,New,"+42% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador\n+12,5% de precisión.",サイドアーム系性能+42%\n精度+12.5%,"+42% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+12,5% Genauigkeit."
SidearmMasteryRank9Desc,progression,skills,New,"+46% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador\n+12,5% de precisión.",サイドアーム系性能+46%\n精度+12.5%,"+46% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+12,5% Genauigkeit."
SidearmMasteryRank10Desc,progression,skills,New,"+50% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador\n+25% de precisión.",サイドアーム系性能+50%\n精度+25%,"+50% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+25% Genauigkeit."
SidearmMasteryRank1LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con pistolas o smg en 6%",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を6%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 6%."
SidearmMasteryRank2LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con pistolas o smg en 12%",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を12%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 12%."
SidearmMasteryRank3LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con pistolas o smg en 18%",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を18%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 18%."
SidearmMasteryRank4LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con pistolas o smg en 24%",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を24%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 24%."
SidearmMasteryRank5LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con pistolas o smg en 30% y reduce su propagación un 12,5% adicional.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を30%改善し、武器の精度を12.5%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 30%. Außerdem steigt ihre Genauigkeit um 12,5%"
SidearmMasteryRank6LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con pistolas o smg en 34% y reduce su propagación un 12,5% adicional.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を34%改善し、武器の精度を12.5%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 34%. Außerdem steigt ihre Genauigkeit um 12,5%"
SidearmMasteryRank7LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con pistolas o smg en 38% y reduce su propagación un 12,5% adicional.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を38%改善し、武器の精度を12.5%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 38%. Außerdem steigt ihre Genauigkeit um 12,5%"
SidearmMasteryRank8LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con pistolas o smg en 42% y reduce su propagación un 12,5% adicional.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を42%改善し、武器の精度を12.5%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 42%. Außerdem steigt ihre Genauigkeit um 12,5%"
SidearmMasteryRank9LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con pistolas o smg en 46% y reduce su propagación un 12,5% adicional.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を46%改善し、武器の精度を12.5%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 46%. Außerdem steigt ihre Genauigkeit um 12,5%"
SidearmMasteryRank10LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con pistolas o smg en 50% y reduce su propagación un 25% adicional.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を50%改善し、武器の精度を25%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 50%. Außerdem steigt ihre Genauigkeit um 25%"

ShotgunMasteryName,progression,skills,New,"Dominio de Escopeta",ショットガンマスター,Schrotflinten-Experte
ShotgunMasteryDesc,progression,skills,New,"Has dominado el arte con escopetas.",ショットガンの扱いをマスターした。,Du hast dich auf den Umgang mit Schrotflinten spezialisiert.
ShotgunMasteryRank1Desc,progression,skills,New,"+6% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador.",ショットガン系性能+6%,"+6% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße."
ShotgunMasteryRank2Desc,progression,skills,New,"+12% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador.",ショットガン系性能+12%,"+12% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße."
ShotgunMasteryRank3Desc,progression,skills,New,"+18% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador.",ショットガン系性能+18%,"+18% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße."
ShotgunMasteryRank4Desc,progression,skills,New,"+24% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador.",ショットガン系性能+24%,"+24% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße."
ShotgunMasteryRank5Desc,progression,skills,New,"+30% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador,\n+2m Alcance efectivo.",ショットガン系性能+30%\n射程距離+2m,"+30% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+2m effektive Reichweite."
ShotgunMasteryRank6Desc,progression,skills,New,"+34% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador,\n+2m Alcance efectivo.",ショットガン系性能+34%\n射程距離+2m,"+34% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+2m effektive Reichweite."
ShotgunMasteryRank7Desc,progression,skills,New,"+38% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador,\n+2m Alcance efectivo.",ショットガン系性能+38%\n射程距離+2m,"+38% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+2m effektive Reichweite."
ShotgunMasteryRank8Desc,progression,skills,New,"+42% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador,\n+2m Alcance efectivo.",ショットガン系性能+42%\n射程距離+2m,"+42% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+2m effektive Reichweite."
ShotgunMasteryRank9Desc,progression,skills,New,"+46% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador,\n+2m Alcance efectivo.",ショットガン系性能+46%\n射程距離+2m,"+46% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+2m effektive Reichweite."
ShotgunMasteryRank10Desc,progression,skills,New,"+50% velocidad de disparo, daño a entidades, manejo de arma, velocidad de recarga, tamaño del cargador,\n+4m Alcance efectivo.",ショットガン系性能+50%\n射程距離+4m,"+50% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+4m effektive Reichweite."
ShotgunMasteryRank1LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con escopeta en 6%",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を6%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 6%."
ShotgunMasteryRank2LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con escopeta en 12%",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を12%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 12%."
ShotgunMasteryRank3LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con escopeta en 18%",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を18%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 18%."
ShotgunMasteryRank4LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con escopeta en 24%",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を24%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 24%."
ShotgunMasteryRank5LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con escopeta en 30%. Incrementa el rango máximo en el que la escopeta hace su mayor daño en 2m",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を30%改善し、武器の有効射程距離を2m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 30%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 2m"
ShotgunMasteryRank6LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con escopeta en 34%. Incrementa el rango máximo en el que la escopeta hace su mayor daño en 2m",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を34%改善し、武器の有効射程距離を2m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 34%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 2m"
ShotgunMasteryRank7LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con escopeta en 38%. Incrementa el rango máximo en el que la escopeta hace su mayor daño en 2m",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を38%改善し、武器の有効射程距離を2m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 38%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 2m"
ShotgunMasteryRank8LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con escopeta en 42%. Incrementa el rango máximo en el que la escopeta hace su mayor daño en 2m",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を42%改善し、武器の有効射程距離を2m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 42%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 2m"
ShotgunMasteryRank9LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con escopeta en 46%. Incrementa el rango máximo en el que la escopeta hace su mayor daño en 2m",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を46%改善し、武器の有効射程距離を2m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 46%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 2m"
ShotgunMasteryRank10LongDesc,progression,skills,New,"Incrementa tu velocidad de disparo, daño a entidades, manejo de armas, tamaño del cargador y velocidad de recarga con escopeta en 50%. Incrementa el rango máximo en el que la escopeta hace su mayor daño en 4m",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を50%改善し、武器の有効射程距離を4m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 50%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 4m" 

HiddenTreasuresName,progression,skills,New,Tesoros ocultos,隠された戦利品,Versteckte Schätze
HiddenTreasuresDesc,progression,skills,New,"Ahora eres más observador y sabes donde buscar buenas cosas. Encuentra aún más y mejor botín.,観察力が増し、どこを探せば良い物があるか分かってきました。より早く、より良い戦利品を見つけることができるようになりました。,"Du bist noch aufmerksamer geworden und weißt, wo du nach dem guten Zeug suchen musst. Dadurch findest du jetzt noch mehr und bessere Beute."
HiddenTreasuresRank1Desc,progression,skills,New,"+3% Bono de botín, velocidad de saqueo",ルートボーナス、スピード+3%,"+3% Beutebonus, Plündertempo"
HiddenTreasuresRank2Desc,progression,skills,New,"+6% Bono de botín, velocidad de saqueo",ルートボーナス、スピード+6%,"+6% Beutebonus, Plündertempo"
HiddenTreasuresRank3Desc,progression,skills,New,"+9% Bono de botín, velocidad de saqueo",ルートボーナス、スピード+9%,"+9% Beutebonus, Plündertempo"
HiddenTreasuresRank4Desc,progression,skills,New,"+12% Bono de botín, velocidad de saqueo",ルートボーナス、スピード+12%,"+12% Beutebonus, Plündertempo"
HiddenTreasuresRank5Desc,progression,skills,New,"+15% Bono de botín, velocidad de saqueo\n10% más botín de los tesoros",ルートボーナス、スピード+15%\nトレジャーアイテム+10%,"+15% Beutebonus, Plündertempo\n+10% mehr Beute aus Schätzen"
HiddenTreasuresRank6Desc,progression,skills,New,"+16% Bono de botín, velocidad de saqueo\n10% más botín de los tesoros",ルートボーナス、スピード+16%\nトレジャーアイテム+10%,"+16% Beutebonus, Plündertempo\n+10% mehr Beute aus Schätzen"
HiddenTreasuresRank7Desc,progression,skills,New,"+17% Bono de botín, velocidad de saqueo\n10% más botín de los tesoros",ルートボーナス、スピード+17%\nトレジャーアイテム+10%,"+17% Beutebonus, Plündertempo\n+10% mehr Beute aus Schätzen"
HiddenTreasuresRank8Desc,progression,skills,New,"+18% Bono de botín, velocidad de saqueo\n10% más botín de los tesoros",ルートボーナス、スピード+18%\nトレジャーアイテム+10%,"+18% Beutebonus, Plündertempo\n+10% mehr Beute aus Schätzen"
HiddenTreasuresRank9Desc,progression,skills,New,"+19% Bono de botín, velocidad de saqueo\n10% más botín de los tesoros",ルートボーナス、スピード+19%\nトレジャーアイテム+10%,"+19% Beutebonus, Plündertempo\n+10% mehr Beute aus Schätzen"
HiddenTreasuresRank10Desc,progression,skills,New,"+20% Bono de botín, velocidad de saqueo\n20% más botín de los tesoros",ルートボーナス、スピード+20%\nトレジャーアイテム+20%,"+20% Beutebonus, Plündertempo\n+20% mehr Beute aus Schätzen"
HiddenTreasuresRank1LongDesc,progression,skills,New,"Agrega un 3% adicional de bono de botín y a la velocidad de saqueo.",3%のルートボーナスとスピードを同値高速化。,"Erhöhe den Beutebonus und das Plündertempo um weitere 3%."
HiddenTreasuresRank2LongDesc,progression,skills,New,"Agrega un 6% adicional de bono de botín y a la velocidad de saqueo.",6%のルートボーナスとスピードを同値高速化。,"Erhöhe den Beutebonus und das Plündertempo um weitere 6%."
HiddenTreasuresRank3LongDesc,progression,skills,New,"Agrega un 9% adicional de bono de botín y a la velocidad de saqueo.",9%のルートボーナスとスピードを同値高速化。,"Erhöhe den Beutebonus und das Plündertempo um weitere 9%."
HiddenTreasuresRank4LongDesc,progression,skills,New,"Agrega un 12% adicional de bono de botín y a la velocidad de saqueo.",12%のルートボーナスとスピードを同値高速化。,"Erhöhe den Beutebonus und das Plündertempo um weitere 12%."
HiddenTreasuresRank5LongDesc,progression,skills,New,"Agrega un 15% adicional de bono de botín y a la velocidad de saqueo. Encuentra un 10% más de botín en los tesoros.",15%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを10%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 15%. Zudem findest du in Schätzen 10% mehr Beute."
HiddenTreasuresRank6LongDesc,progression,skills,New,"Agrega un 16% adicional de bono de botín y a la velocidad de saqueo. Encuentra un 10% más de botín en los tesoros.",16%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを10%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 16%. Zudem findest du in Schätzen 10% mehr Beute."
HiddenTreasuresRank7LongDesc,progression,skills,New,"Agrega un 17% adicional de bono de botín y a la velocidad de saqueo. Encuentra un 10% más de botín en los tesoros.",17%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを10%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 17%. Zudem findest du in Schätzen 10% mehr Beute."
HiddenTreasuresRank8LongDesc,progression,skills,New,"Agrega un 18% adicional de bono de botín y a la velocidad de saqueo. Encuentra un 10% más de botín en los tesoros.",18%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを10%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 18%. Zudem findest du in Schätzen 10% mehr Beute."
HiddenTreasuresRank9LongDesc,progression,skills,New,"Agrega un 19% adicional de bono de botín y a la velocidad de saqueo. Encuentra un 10% más de botín en los tesoros.",19%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを10%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 19%. Zudem findest du in Schätzen 10% mehr Beute."
HiddenTreasuresRank10LongDesc,progression,skills,New,"Agrega un 20% adicional de bono de botín y a la velocidad de saqueo. Encuentra un 20% más de botín en los tesoros.",20%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを20%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 20%. Zudem findest du in Schätzen 20% mehr Beute."

DismembermentName,progression,skills,New,"Desmembramiento",四肢切断,Verstümmelung
DismembermentDesc,progression,skills,New,"Con la practica te has vuelto más hábil apuntando a los puntos débiles para obtener aún más golpes letales y mientras mejoras obtienes mejor probabilidad de desmembrar!,部位へのクリティカルヒットを狙う。部位破壊をする確率を上昇させる。,"Ziele auf die Schwachstellen, für noch todbringendere Angriffe."
DismembermentRank1Desc,progression,skills,New,"+3% probabilidad de desmembrar",部位破壊率+3%,+3% Chance auf Zergliederung
DismembermentRank2Desc,progression,skills,New,"+6% probabilidad de desmembrar",部位破壊率+6%,+6% Chance auf Zergliederung
DismembermentRank3Desc,progression,skills,New,"+9% probabilidad de desmembrar",部位破壊率+9%,+9% Chance auf Zergliederung
DismembermentRank4Desc,progression,skills,New,"+12% probabilidad de desmembrar",部位破壊率+12%,+12% Chance auf Zergliederung
DismembermentRank5Desc,progression,skills,New,"+15% probabilidad de desmembrar",部位破壊率+15%,+15% Chance auf Zergliederung
DismembermentRank6Desc,progression,skills,New,"+16% probabilidad de desmembrar",部位破壊率+16%,+16% Chance auf Zergliederung
DismembermentRank7Desc,progression,skills,New,"+17% probabilidad de desmembrar",部位破壊率+17%,+17% Chance auf Zergliederung
DismembermentRank8Desc,progression,skills,New,"+18% probabilidad de desmembrar",部位破壊率+18%,+18% Chance auf Zergliederung
DismembermentRank9Desc,progression,skills,New,"+19% probabilidad de desmembrar",部位破壊率+19%,+19% Chance auf Zergliederung
DismembermentRank10Desc,progression,skills,New,"+20% probabilidad de desmembrar",部位破壊率+20%,+20% Chance auf Zergliederung
DismembermentRank1LongDesc,progression,skills,New,"Incrementa la probabilidad de desmembrar en un 3%.",,部位破壊の確率を3%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 3%."
DismembermentRank2LongDesc,progression,skills,New,"Incrementa la probabilidad de desmembrar en un 6%.",,部位破壊の確率を6%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 6%."
DismembermentRank3LongDesc,progression,skills,New,"Incrementa la probabilidad de desmembrar en un 9%.",,部位破壊の確率を9%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 9%."
DismembermentRank4LongDesc,progression,skills,New,"Incrementa la probabilidad de desmembrar en un 12%.",,部位破壊の確率を12%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 12%."
DismembermentRank5LongDesc,progression,skills,New,"Incrementa la probabilidad de desmembrar en un 15%.",,部位破壊の確率を15%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 15%."
DismembermentRank6LongDesc,progression,skills,New,"Incrementa la probabilidad de desmembrar en un 16%.",,部位破壊の確率を16%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 16%."
DismembermentRank7LongDesc,progression,skills,New,"Incrementa la probabilidad de desmembrar en un 17%.",,部位破壊の確率を17%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 17%."
DismembermentRank8LongDesc,progression,skills,New,"Incrementa la probabilidad de desmembrar en un 18%.",,部位破壊の確率を18%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 18%."
DismembermentRank9LongDesc,progression,skills,New,"Incrementa la probabilidad de desmembrar en un 19%.",,部位破壊の確率を19%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 19%."
DismembermentRank10LongDesc,progression,skills,New,"Incrementa la probabilidad de desmembrar en un 20%.",,部位破壊の確率を20%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 20%."

SneakDamageName,progression,skills,New,"Daño en Sigilo o Furtivo",スニークアタック,Schleichschaden
SneakDamageDesc,progression,skills,New,"Aumenta el daño en sigilo contra enemigos desprevenidos.",スニークアタックダメージを増加させます。,Erhöhe deinen Schleichschaden gegen nichtsahnende Gegner.
SneakDamageRank1Desc,progression,skills,New,"+40% Daño en Sigilo",スニークダメージ+40%,+40% Schleichschaden
SneakDamageRank2Desc,progression,skills,New,"+80% Daño en Sigilo",スニークダメージ+80%,+80% Schleichschaden
SneakDamageRank3Desc,progression,skills,New,"+120% Daño en Sigilo",スニークダメージ+120%,+120% Schleichschaden
SneakDamageRank4Desc,progression,skills,New,"+160% Daño en Sigilo",スニークダメージ+160%,+160% Schleichschaden
SneakDamageRank5Desc,progression,skills,New,"+200% Daño en Sigilo",スニークダメージ+200%,+200% Schleichschaden
SneakDamageRank6Desc,progression,skills,New,"+220% Daño en Sigilo",スニークダメージ+220%,+220% Schleichschaden
SneakDamageRank7Desc,progression,skills,New,"+240% Daño en Sigilo",スニークダメージ+240%,+240% Schleichschaden
SneakDamageRank8Desc,progression,skills,New,"+260% Daño en Sigilo",スニークダメージ+260%,+260% Schleichschaden
SneakDamageRank9Desc,progression,skills,New,"+280% Daño en Sigilo",スニークダメージ+280%,+280% Schleichschaden
SneakDamageRank10Desc,progression,skills,New,"+300% Daño en Sigilo",スニークダメージ+300%,+300% Schleichschaden
SneakDamageRank1LongDesc,progression,skills,New,"Incrementa tu daño en 40%",スニークアタックダメージを40%上昇させます。,"Erhöhe deinen Schleichschaden um 40%."
SneakDamageRank2LongDesc,progression,skills,New,"Incrementa tu daño en 80%",スニークアタックダメージを80%上昇させます。,"Erhöhe deinen Schleichschaden um 80%."
SneakDamageRank3LongDesc,progression,skills,New,"Incrementa tu daño en 120%",スニークアタックダメージを120%上昇させます。,"Erhöhe deinen Schleichschaden um 120%."
SneakDamageRank4LongDesc,progression,skills,New,"Incrementa tu daño en 160%",スニークアタックダメージを160%上昇させます。,"Erhöhe deinen Schleichschaden um 160%."
SneakDamageRank5LongDesc,progression,skills,New,"Incrementa tu daño en 200%",スニークアタックダメージを200%上昇させます。,"Erhöhe deinen Schleichschaden um 200%."
SneakDamageRank6LongDesc,progression,skills,New,"Incrementa tu daño en 220%",スニークアタックダメージを220%上昇させます。,"Erhöhe deinen Schleichschaden um 220%."
SneakDamageRank7LongDesc,progression,skills,New,"Incrementa tu daño en 240%",スニークアタックダメージを240%上昇させます。,"Erhöhe deinen Schleichschaden um 240%."
SneakDamageRank8LongDesc,progression,skills,New,"Incrementa tu daño en 260%",スニークアタックダメージを260%上昇させます。,"Erhöhe deinen Schleichschaden um 260%."
SneakDamageRank9LongDesc,progression,skills,New,"Incrementa tu daño en 280%",スニークアタックダメージを280%上昇させます。,"Erhöhe deinen Schleichschaden um 280%."
SneakDamageRank10LongDesc,progression,skills,New,"Incrementa tu daño en 300%",スニークアタックダメージを300%上昇させます。,"Erhöhe deinen Schleichschaden um 300%."

